timestamp,bus_id,route_id,stop_sequence,current_stop_name,next_stop_name,day_of_week,is_holiday,is_peak_hour,weather_condition,passenger_count,current_speed,traffic_condition,distance_to_next_stop,current_lat,current_lon,eta_minutes
2024-01-01 06:00:00,BUS_001,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,sunny,22,18.07,jam,0.39,3.044544,101.794874,1
2024-01-01 06:05:00,BUS_001,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,rainy,15,17.49,heavy,0.24,3.047666,101.79665,0
2024-01-01 06:10:00,BUS_001,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,rainy,6,39.61,light,0.47,3.045477,101.798123,0
2024-01-01 06:17:00,BUS_001,R001,4,Green Acre Condo,SG Long Club House,0,False,False,windy,17,44.45,light,0.27,3.042788,101.798283,0
2024-01-01 06:23:00,BUS_001,R001,5,SG Long Club House,UTAR bus stop,0,False,False,windy,15,13.64,jam,0.53,3.042749,101.796945,2
2024-01-01 06:30:00,BUS_002,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,False,rainy,13,17.74,heavy,0.39,3.044943,101.795059,1
2024-01-01 06:36:00,BUS_002,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,False,sunny,18,45.2,normal,0.24,3.047779,101.79709,0
2024-01-01 06:42:00,BUS_002,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,False,storm,10,20.36,normal,0.47,3.044022,101.798003,1
2024-01-01 06:47:00,BUS_002,R001,4,Green Acre Condo,SG Long Club House,0,False,False,sunny,18,48.17,normal,0.27,3.043523,101.798081,0
2024-01-01 06:54:00,BUS_002,R001,5,SG Long Club House,UTAR bus stop,0,False,False,sunny,12,39.37,normal,0.53,3.042327,101.79751,0
2024-01-01 07:01:00,BUS_003,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,True,foggy,35,8.56,jam,0.39,3.04473,101.79496,3
2024-01-01 07:08:00,BUS_003,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,True,foggy,23,11.86,heavy,0.24,3.047924,101.797655,1
2024-01-01 07:13:00,BUS_003,R001,3,KJ428 SMK SG Long,Green Acre Condo,0,False,True,storm,11,6.37,jam,0.47,3.044873,101.798073,7
2024-01-01 07:19:00,BUS_003,R001,4,Green Acre Condo,SG Long Club House,0,False,True,sunny,34,20.55,heavy,0.27,3.043379,101.798121,0
2024-01-01 07:26:00,BUS_003,R001,5,SG Long Club House,UTAR bus stop,0,False,True,sunny,33,22.27,heavy,0.53,3.042067,101.797858,1
2024-01-01 07:31:00,BUS_004,R001,1,UTAR bus stop,KJ370 Perumahan SG Long Seksyen 7,0,False,True,sunny,50,22.5,heavy,0.39,3.047157,101.796084,1
2024-01-01 07:37:00,BUS_004,R001,2,KJ370 Perumahan SG Long Seksyen 7,KJ428 SMK SG Long,0,False,True,foggy,25,10.02,heavy,0.24,3.047913,101.797611,1
