timestamp,bus_id,route_id,stop_sequence,hour,minute,month,day,day_of_week,time_of_day,is_holiday,is_peak_hour,weather_severity,traffic_severity,passenger_count,current_speed,distance_to_next_stop,eta_minutes,current_lat,current_lon,avg_speed_last_3_stops,avg_passengers_last_3_stops,delay,is_delayed,is_crowded,stop_type,next_stop_type,time_since_route_start,cumulative_distance
2024-01-01 06:00:00,BUS_001,R001,1,6,0,1,1,0,night,0,0,0,3,22,18.07,1.09,3,3.04125,101.79455,18.07,22.0,-0.6192584394023242,0,0,4,1,0,1.09
2024-01-01 06:05:00,BUS_001,R001,2,6,5,1,1,0,night,0,0,3,2,15,17.49,0.42,1,3.04981,101.799431,17.78,18.5,-0.4408233276157807,0,0,1,2,5,1.51
2024-01-01 06:10:00,BUS_001,R001,3,6,10,1,1,0,night,0,0,3,0,6,39.61,0.8,1,3.048151,101.804728,25.05666666666667,14.333333333333334,-0.21181519818227734,0,0,2,0,10,2.31
2024-01-01 06:17:00,BUS_001,R001,4,6,17,1,1,0,night,0,0,1,0,17,44.45,0.73,1,3.044084,101.804222,33.85,12.666666666666666,0.014623172103487181,0,0,0,3,15,3.04
2024-01-01 06:23:00,BUS_001,R001,5,6,23,1,1,0,night,0,0,1,3,15,13.64,0.81,3,3.041303,101.798319,32.56666666666667,12.666666666666666,-0.5630498533724344,0,0,3,4,20,3.85
2024-01-01 06:30:00,BUS_002,R001,1,6,30,1,1,0,night,0,0,3,2,13,17.74,1.09,3,3.042325,101.79512,17.74,13.0,-0.6865839909808349,0,0,4,1,0,1.09
2024-01-01 06:36:00,BUS_002,R001,2,6,36,1,1,0,night,0,0,0,1,18,45.2,0.42,0,3.050283,101.800081,31.47,15.5,-0.5575221238938053,0,0,1,2,5,1.51
2024-01-01 06:42:00,BUS_002,R001,3,6,42,1,1,0,night,0,0,4,1,10,20.36,0.8,2,3.046224,101.806283,27.766666666666666,13.666666666666666,-0.3575638506876233,0,0,2,0,10,2.31
2024-01-01 06:47:00,BUS_002,R001,4,6,47,1,1,0,night,0,0,0,1,18,48.17,0.73,0,3.045405,101.80576,37.910000000000004,15.333333333333334,-0.9092796346273614,0,0,0,3,15,3.04
2024-01-01 06:54:00,BUS_002,R001,5,6,54,1,1,0,night,0,0,0,1,12,39.37,0.81,1,3.041449,101.799376,35.96666666666667,13.333333333333334,-0.2344424688849378,0,0,3,4,20,3.85
2024-01-01 07:01:00,BUS_003,R001,1,7,1,1,1,0,morning,0,1,2,3,35,8.56,1.09,8,3.04175,101.794815,8.56,35.0,0.3598130841121492,0,1,4,1,0,1.09
2024-01-01 07:08:00,BUS_003,R001,2,7,8,1,1,0,morning,0,1,2,2,23,11.86,0.42,2,3.050891,101.800914,10.21,29.0,-0.12478920741989885,0,0,1,2,5,1.51
2024-01-01 07:13:00,BUS_003,R001,3,7,13,1,1,0,morning,0,1,4,3,11,6.37,0.8,12,3.04735,101.805374,8.93,23.0,4.464678178963892,0,0,2,0,10,2.31
2024-01-01 07:19:00,BUS_003,R001,4,7,19,1,1,0,morning,0,1,0,2,34,20.55,0.73,2,3.045146,101.805458,12.926666666666668,22.666666666666668,-0.13138686131386867,0,1,0,3,15,3.04
2024-01-01 07:26:00,BUS_003,R001,5,7,26,1,1,0,morning,0,1,0,2,33,22.27,0.81,2,3.041538,101.800028,16.396666666666665,26.0,-0.18230803771890436,0,1,3,4,20,3.85
2024-01-01 07:31:00,BUS_004,R001,1,7,31,1,1,0,morning,0,1,0,2,50,22.5,1.09,3,3.048293,101.798287,22.5,50.0,0.09333333333333282,0,1,4,1,0,1.09
2024-01-01 07:37:00,BUS_004,R001,2,7,37,1,1,0,morning,0,1,2,2,25,10.02,0.42,2,3.050844,101.800849,16.259999999999998,37.5,-0.5149700598802394,0,0,1,2,5,1.51
2024-01-01 07:42:00,BUS_004,R001,3,7,42,1,1,0,morning,0,1,2,3,31,5.06,0.8,14,3.04928,101.803816,12.526666666666666,35.333333333333336,4.51383399209486,0,1,2,0,10,2.31
2024-01-01 07:47:00,BUS_004,R001,4,7,47,1,1,0,morning,0,1,3,2,26,13.16,0.73,4,3.044283,101.804454,9.413333333333332,27.333333333333332,0.6717325227963524,0,1,0,3,15,3.04
2024-01-01 07:53:00,BUS_004,R001,5,7,53,1,1,0,morning,0,1,1,3,24,8.34,0.81,5,3.041441,101.799323,8.853333333333333,27.0,-0.8273381294964031,0,0,3,4,20,3.85
2024-01-01 07:58:00,BUS_005,R001,1,7,58,1,1,0,morning,0,1,1,2,35,17.83,1.09,4,3.04624,101.797198,17.83,35.0,0.33202467750981457,0,1,4,1,0,1.09
2024-01-01 08:04:00,BUS_005,R001,2,8,4,1,1,0,morning,0,1,0,2,38,24.43,0.42,1,3.049934,101.799601,21.13,36.5,-0.03151862464183375,0,1,1,2,0,1.51
2024-01-01 08:11:00,BUS_005,R001,3,8,11,1,1,0,morning,0,1,2,2,27,10.73,0.8,7,3.050779,101.802606,17.66333333333333,33.333333333333336,2.526561043802422,0,1,2,0,5,2.31
2024-01-01 08:18:00,BUS_005,R001,4,8,18,1,1,0,morning,0,1,0,1,44,40.12,0.73,1,3.045935,101.806377,25.093333333333334,36.333333333333336,-0.09172482552342975,0,1,0,3,10,3.04
2024-01-01 08:25:00,BUS_005,R001,5,8,25,1,1,0,morning,0,1,2,2,31,5.19,0.81,11,3.04101,101.796192,18.68,34.0,1.6358381502890165,0,1,3,4,15,3.85
2024-01-01 08:31:00,BUS_001,R001,1,8,31,1,1,0,morning,0,1,1,3,43,10.84,1.09,6,3.047823,101.798038,22.97666666666667,25.0,-0.03321033210332214,0,1,4,1,0,4.94
2024-01-01 08:36:00,BUS_001,R001,2,8,36,1,1,0,morning,0,1,3,2,40,15.16,0.42,1,3.050961,101.80101,13.213333333333336,32.666666666666664,-0.6622691292875988,0,1,1,2,5,5.36
2024-01-01 08:43:00,BUS_001,R001,3,8,43,1,1,0,morning,0,1,2,2,21,12.64,0.8,6,3.049534,101.803611,12.880000000000003,34.666666666666664,2.20253164556962,0,0,2,0,10,6.16
2024-01-01 08:48:00,BUS_001,R001,4,8,48,1,1,0,morning,0,1,3,1,33,20.85,0.73,2,3.045049,101.805346,16.21666666666667,31.333333333333332,-0.10071942446043147,0,1,0,3,15,6.890000000000001
2024-01-01 08:53:00,BUS_001,R001,5,8,53,1,1,0,morning,0,1,0,2,50,19.61,0.81,2,3.041001,101.796127,17.700000000000003,34.666666666666664,-0.47832738398776176,0,1,3,4,20,7.7
2024-01-01 09:00:00,BUS_002,R001,1,9,0,1,1,0,morning,0,1,3,2,30,12.44,1.09,5,3.049172,101.798754,33.32666666666667,20.0,-0.2572347266881039,0,1,4,1,0,4.94
2024-01-01 09:05:00,BUS_002,R001,2,9,5,1,1,0,morning,0,1,0,3,33,5.0,0.42,5,3.050838,101.800841,18.936666666666664,25.0,-0.03999999999999915,0,1,1,2,5,5.36
2024-01-01 09:12:00,BUS_002,R001,3,9,12,1,1,0,morning,0,1,0,0,32,36.53,0.8,2,3.05063,101.802725,17.99,31.666666666666668,0.6860114973993978,0,1,2,0,10,6.16
2024-01-01 09:18:00,BUS_002,R001,4,9,18,1,1,0,morning,0,1,1,3,34,8.03,0.73,7,3.041882,101.801658,16.52,33.0,1.545454545454545,0,1,0,3,15,6.890000000000001
2024-01-01 09:25:00,BUS_002,R001,5,9,25,1,1,0,morning,0,1,1,1,28,26.21,0.81,2,3.04137,101.798805,23.590000000000003,31.333333333333332,0.14574589851201836,0,1,3,4,20,7.7
2024-01-01 09:31:00,BUS_003,R001,1,9,31,1,1,0,morning,0,1,1,3,22,5.75,1.09,13,3.046072,101.797109,16.19,29.666666666666668,1.626086956521739,0,0,4,1,0,4.94
2024-01-01 09:37:00,BUS_003,R001,2,9,37,1,1,0,morning,0,1,0,2,31,17.45,0.42,1,3.050064,101.79978,15.156666666666666,28.666666666666668,-0.44412607449856734,0,1,1,2,5,5.36
2024-01-01 09:43:00,BUS_003,R001,3,9,43,1,1,0,morning,0,1,2,3,42,5.11,0.8,15,3.048807,101.804197,9.436666666666666,31.666666666666668,5.606653620352251,1,1,2,0,10,6.16
2024-01-01 09:48:00,BUS_003,R001,4,9,48,1,1,0,morning,0,1,0,1,35,34.62,0.73,1,3.043139,101.803121,19.06,36.0,-0.2651646447140381,0,1,0,3,15,6.890000000000001
2024-01-01 09:55:00,BUS_003,R001,5,9,55,1,1,0,morning,0,1,0,2,50,23.06,0.81,2,3.04171,101.801272,20.929999999999996,42.333333333333336,-0.10754553339115347,0,1,3,4,20,7.7
2024-01-01 10:01:00,BUS_004,R001,1,10,1,1,1,0,morning,0,0,2,1,14,23.77,1.09,2,3.046141,101.797145,15.089999999999998,21.333333333333332,-0.7513672696676488,0,0,4,1,0,4.94
2024-01-01 10:07:00,BUS_004,R001,2,10,7,1,1,0,morning,0,0,0,0,22,60.0,0.42,0,3.051018,101.801088,30.703333333333333,20.0,-0.42,0,0,1,2,5,5.36
2024-01-01 10:12:00,BUS_004,R001,3,10,12,1,1,0,morning,0,0,1,2,17,15.82,0.8,4,3.050216,101.80306,33.196666666666665,17.666666666666668,0.9658659924146646,0,0,2,0,10,6.16
2024-01-01 10:18:00,BUS_004,R001,4,10,18,1,1,0,morning,0,0,1,2,16,19.28,0.73,2,3.045267,101.805599,31.7,18.333333333333332,-0.27178423236514515,0,0,0,3,15,6.890000000000001
2024-01-01 10:23:00,BUS_004,R001,5,10,23,1,1,0,morning,0,0,0,1,20,46.73,0.81,1,3.041307,101.798351,27.276666666666667,17.666666666666668,-0.04001711962336851,0,0,3,4,20,7.7
2024-01-01 10:28:00,BUS_005,R001,1,10,28,1,1,0,morning,0,0,0,1,20,48.8,1.09,1,3.040872,101.794349,31.37,31.666666666666668,-0.3401639344262297,0,0,4,1,0,4.94
2024-01-01 10:34:00,BUS_005,R001,2,10,34,1,1,0,morning,0,0,0,1,22,46.8,0.42,0,3.050848,101.800856,33.596666666666664,24.333333333333332,-0.5384615384615385,0,0,1,2,5,5.36
2024-01-01 10:40:00,BUS_005,R001,3,10,40,1,1,0,morning,0,0,3,0,7,29.85,0.8,1,3.048109,101.804762,41.81666666666666,16.333333333333332,-0.6080402010050252,0,0,2,0,10,6.16
2024-01-01 10:46:00,BUS_005,R001,4,10,46,1,1,0,morning,0,0,3,0,19,42.43,0.73,1,3.042589,101.802481,39.693333333333335,16.0,-0.03228847513551725,0,0,0,3,15,6.890000000000001
2024-01-01 10:52:00,BUS_005,R001,5,10,52,1,1,0,morning,0,0,3,1,19,32.94,0.81,1,3.041119,101.79698,35.07333333333333,15.0,-0.47540983606557385,0,0,3,4,20,7.7
2024-01-01 10:57:00,BUS_001,R001,1,10,57,1,1,0,morning,0,0,1,3,19,8.93,1.09,7,3.048063,101.798165,16.46333333333334,34.0,-0.32362821948488296,0,0,4,1,0,8.790000000000001
2024-01-01 11:03:00,BUS_001,R001,2,11,3,1,1,0,midday,0,0,0,1,18,50.85,0.42,0,3.050179,101.799938,26.463333333333335,29.0,-0.49557522123893805,0,0,1,2,0,9.21
2024-01-01 11:10:00,BUS_001,R001,3,11,10,1,1,0,midday,0,0,2,2,11,15.59,0.8,4,3.047092,101.805583,25.123333333333335,16.0,0.921103271327774,0,0,2,0,5,10.01
2024-01-01 11:15:00,BUS_001,R001,4,11,15,1,1,0,midday,0,0,3,1,13,32.98,0.73,1,3.042307,101.802152,33.13999999999999,14.0,-0.32807762280169817,0,0,0,3,10,10.74
