timestamp,stop_sequence,current_stop_name,next_stop_name,day_of_week,is_holiday,is_peak_hour,weather_condition,passenger_count,current_speed,distance_to_next_stop,current_lat,current_lon,eta_minutes
2024-01-01 06:00:00,1,4,1,0,False,False,0,0.1517719057188743,-0.8250698707388215,1.784808732503218,3.04125,101.79455,0.6082149630254616
2024-01-01 06:05:00,2,1,2,0,False,False,1,-0.547219047713974,-0.8639163702016258,-1.2660616839365226,3.04981,101.799431,-0.42978900154263616
2024-01-01 06:10:00,3,2,0,0,False,False,1,-1.445921702127636,0.6176087472418726,-0.11820944804830318,3.048151,101.804728,-0.42978900154263616
2024-01-01 06:17:00,4,0,3,0,False,False,2,-0.3475073467331602,0.9417760875866529,-0.3900691881270922,3.044084,101.804222,-0.42978900154263616
2024-01-01 06:23:00,5,3,4,0,False,False,2,-0.547219047713974,-1.1217767545667916,-0.027589534688707174,3.041303,101.798319,0.26221364150276233
2024-01-01 06:30:00,1,4,1,0,False,False,1,-0.7469307486947878,-0.847172189398693,1.784808732503218,3.042325,101.79512,0.6082149630254616
2024-01-01 06:36:00,2,1,2,0,False,False,0,-0.24765149624275332,0.9920086299954514,-1.2660616839365226,3.050283,101.800081,-0.7757903230653355
2024-01-01 06:42:00,3,2,0,0,False,False,3,-1.0464983001660086,-0.6716931745839567,-0.11820944804830318,3.046224,101.806283,0.26221364150276233
2024-01-01 06:47:00,4,0,3,0,False,False,0,-0.24765149624275332,1.1909294979342935,-0.3900691881270922,3.045405,101.80576,-0.7757903230653355
2024-01-01 06:54:00,5,3,4,0,False,False,0,-0.8467865991851947,0.601534333671057,-0.027589534688707174,3.041449,101.799376,-0.42978900154263616
2024-01-01 07:01:00,1,4,1,0,False,True,4,1.449897962094164,-1.462018508482387,1.784808732503218,3.04175,101.794815,3.0302242136843565
2024-01-01 07:08:00,2,1,2,0,False,True,4,0.2516277562092812,-1.2409953218836736,-1.2660616839365226,3.050891,101.800914,-0.0837876800199369
2024-01-01 07:13:00,3,2,0,0,False,True,3,-0.9466424496756016,-1.6086975323160788,-0.11820944804830318,3.04735,101.805374,3.376225535207056
2024-01-01 07:19:00,4,0,3,0,False,True,0,1.350042111603757,-0.6589675971737277,-0.3900691881270922,3.045146,101.805458,-0.0837876800199369
2024-01-01 07:26:00,5,3,4,0,False,True,0,1.2501862611133503,-0.5437676332495497,-0.027589534688707174,3.041538,101.800028,-0.0837876800199369
2024-01-01 07:31:00,1,4,1,0,False,True,0,2.9477357194502676,-0.5283629869108515,1.784808732503218,3.048293,101.798287,0.9542162845481609
2024-01-01 07:37:00,2,1,2,0,False,True,4,0.451339457190095,-1.3642324925932592,-1.2660616839365226,3.050844,101.800849,0.26221364150276233
2024-01-01 07:42:00,3,2,0,0,False,True,4,1.0504745601325365,-1.696437039723447,-0.11820944804830318,3.04928,101.803816,4.068228178252454
2024-01-01 07:47:00,4,0,3,0,False,True,1,0.551195307680502,-1.1539255817084226,-0.3900691881270922,3.044283,101.804454,0.6082149630254616
2024-01-01 07:53:00,5,3,4,0,False,True,2,0.3514836066996881,-1.476753387588968,-0.027589534688707174,3.041441,101.799323,1.3002176060708601
2024-01-01 07:58:00,1,4,1,0,False,True,2,1.449897962094164,-0.8411442843096372,1.784808732503218,3.04624,101.797198,0.9542162845481609
2024-01-01 08:04:00,2,1,2,0,False,True,0,1.7494655135653847,-0.3990979111122099,-1.2660616839365226,3.049934,101.799601,-0.42978900154263616
2024-01-01 08:11:00,3,2,0,0,False,True,4,0.6510511581709089,-1.3166790191129298,-0.11820944804830318,3.050779,101.802606,1.6462189275935595
2024-01-01 08:18:00,4,0,3,0,False,True,0,2.3486006165078264,0.6517668760798556,-0.3900691881270922,3.045935,101.806377,-0.42978900154263616
2024-01-01 08:25:00,5,3,4,0,False,True,4,1.0504745601325365,-1.6877300657059218,-0.027589534688707174,3.04101,101.796192,3.376225535207056
2024-01-01 08:31:00,1,4,1,0,False,True,2,2.248744766017419,-1.3093115795596395,1.784808732503218,3.047823,101.798038,1.9922202491162586
2024-01-01 08:36:00,2,1,2,0,False,True,1,1.9491772145461985,-1.0199721352849598,-1.2660616839365226,3.050961,101.80101,-0.42978900154263616
2024-01-01 08:43:00,3,2,0,0,False,True,4,0.05191605522846739,-1.188753477778523,-0.11820944804830318,3.049534,101.803611,1.6462189275935595
2024-01-01 08:48:00,4,0,3,0,False,True,1,1.2501862611133503,-0.6388745802102082,-0.3900691881270922,3.045049,101.805346,-0.0837876800199369
2024-01-01 08:53:00,5,3,4,0,False,True,0,2.9477357194502676,-0.7219257169927552,-0.027589534688707174,3.041001,101.796127,-0.0837876800199369
2024-01-01 09:00:00,1,4,1,0,False,True,1,0.9506187096421295,-1.2021488224208694,1.784808732503218,3.049172,101.798754,1.6462189275935595
2024-01-01 09:05:00,2,1,2,0,False,True,0,1.2501862611133503,-1.7004556431161508,-1.2660616839365226,3.050838,101.800841,0.9542162845481609
2024-01-01 09:12:00,3,2,0,0,False,True,0,1.1503304106229433,0.4113204397497401,-0.11820944804830318,3.05063,101.802725,-0.0837876800199369
2024-01-01 09:18:00,4,0,3,0,False,True,2,1.350042111603757,-1.4975161717846046,-0.3900691881270922,3.041882,101.801658,1.3002176060708601
2024-01-01 09:25:00,5,3,4,0,False,True,2,0.7509070086613158,-0.2798793437953279,-0.027589534688707174,3.04137,101.798805,-0.0837876800199369
2024-01-01 09:31:00,1,4,1,0,False,True,2,0.1517719057188743,-1.6502231007073522,1.784808732503218,3.046072,101.797109,5.4522334643432515
2024-01-01 09:37:00,2,1,2,0,False,True,0,1.0504745601325365,-0.8665954391300951,-1.2660616839365226,3.050064,101.79978,-0.42978900154263616
2024-01-01 09:43:00,3,2,0,0,False,True,4,2.1488889155270123,-1.6930882035628605,-0.11820944804830318,3.048807,101.804197,4.760230821297853
2024-01-01 09:48:00,4,0,3,0,False,True,0,1.449897962094164,0.2833948984153329,-0.3900691881270922,3.043139,101.803121,-0.42978900154263616
2024-01-01 09:55:00,5,3,4,0,False,True,0,2.9477357194502676,-0.49085602191228195,-0.027589534688707174,3.04171,101.801272,-0.0837876800199369
2024-01-01 10:01:00,1,4,1,0,False,False,4,-0.6470748982043809,-0.4433025484319526,1.784808732503218,3.046141,101.797145,0.26221364150276233
2024-01-01 10:07:00,2,1,2,0,False,False,0,0.1517719057188743,1.983264133529076,-1.2660616839365226,3.051018,101.801088,-0.7757903230653355
2024-01-01 10:12:00,3,2,0,0,False,False,2,-0.3475073467331602,-0.9757674979652171,-0.11820944804830318,3.050216,101.80306,0.6082149630254616
2024-01-01 10:18:00,4,0,3,0,False,False,2,-0.4473631972235671,-0.7440280356526264,-0.3900691881270922,3.045267,101.805599,-0.0837876800199369
2024-01-01 10:23:00,5,3,4,0,False,False,0,-0.047939795261939505,1.0944830165094,-0.027589534688707174,3.041307,101.798351,-0.42978900154263616
2024-01-01 10:28:00,1,4,1,0,False,False,0,-0.047939795261939505,1.233124833557684,1.784808732503218,3.040872,101.794349,-0.42978900154263616
2024-01-01 10:34:00,2,1,2,0,False,False,0,0.1517719057188743,1.0991713871342212,-1.2660616839365226,3.050848,101.800856,-0.7757903230653355
2024-01-01 10:40:00,3,2,0,0,False,False,1,-1.3460658516372292,-0.0360840713046256,-0.11820944804830318,3.048109,101.804762,-0.0837876800199369
2024-01-01 10:46:00,4,0,3,0,False,False,1,-0.1477956457523464,0.8064831066989553,-0.3900691881270922,3.042589,101.802481,-0.42978900154263616
2024-01-01 10:52:00,5,3,4,0,False,False,1,-0.1477956457523464,0.17087400341962417,-0.027589534688707174,3.041119,101.79698,-0.42978900154263616
2024-01-01 10:57:00,1,4,1,0,False,False,2,-0.1477956457523464,-1.4372371208940464,1.784808732503218,3.048063,101.798165,2.3382215706389577
2024-01-01 11:03:00,2,1,2,0,False,False,0,-0.24765149624275332,1.3704271161417336,-1.2660616839365226,3.050179,101.799938,-0.7757903230653355
2024-01-01 11:10:00,3,2,0,0,False,False,4,-0.9466424496756016,-0.9911721443039154,-0.11820944804830318,3.047092,101.805583,0.6082149630254616
2024-01-01 11:15:00,4,0,3,0,False,False,1,-0.7469307486947878,0.17355307234809336,-0.3900691881270922,3.042307,101.802152,-0.42978900154263616
2024-01-01 11:20:00,5,3,4,0,False,False,0,-0.4473631972235671,1.7401386282704907,-0.027589534688707174,3.041247,101.797912,-0.7757903230653355
2024-01-01 11:25:00,1,4,1,0,False,False,0,-1.0464983001660086,-0.16200031094268078,1.784808732503218,3.048978,101.798651,0.26221364150276233
2024-01-01 11:32:00,2,1,2,0,False,False,0,-0.047939795261939505,0.8171993824128325,-1.2660616839365226,3.051506,101.801758,-0.7757903230653355
2024-01-01 11:37:00,3,2,0,0,False,False,0,0.05191605522846739,-0.9476372742162901,-0.11820944804830318,3.046182,101.806317,0.6082149630254616
2024-01-01 11:42:00,4,0,3,0,False,False,1,-0.6470748982043809,0.5372366793877948,-0.3900691881270922,3.045659,101.806056,-0.42978900154263616
2024-01-01 11:47:00,5,3,4,0,False,False,0,0.2516277562092812,1.6396735434528937,-0.027589534688707174,3.041152,101.797225,-0.7757903230653355
2024-01-01 11:53:00,1,4,1,0,False,False,1,0.05191605522846739,0.3195623289496678,1.784808732503218,3.044509,101.796279,-0.0837876800199369
2024-01-01 11:58:00,2,1,2,0,False,False,0,-0.547219047713974,1.6463712157740669,-1.2660616839365226,3.051062,101.801149,-0.7757903230653355
2024-01-01 12:03:00,3,2,0,0,False,False,0,-0.4473631972235671,0.8486784423223462,-0.11820944804830318,3.047118,101.805562,-0.42978900154263616
2024-01-01 12:08:00,4,0,3,0,False,False,2,0.1517719057188743,0.38988788832198606,-0.3900691881270922,3.04177,101.801527,-0.42978900154263616
